pid,asr_text,asr_language,asr_char_count
POST00001460,"I learned this before and she just sent my background And she said, oh she's like the cool kids Cause all the cool kids they see in the film Oh she's like the cool kids, the cool kids oh! god raus ooooooooo I said I was better",en,226
POST00000122,,en,0
POST00003179,Turner 3 cat noise Twins first one Poe H iron,en,45
POST00003126,"How do you know if a sand dollar is alive? This is the biggest question about sand dollars I see asked. So let's answer that question. Sand dollars have what's known as Celia covering their body when alive. These are the little hairs which help them feel, move and filter water. When alive, a sand dollar will feel fuzzy to the touch and typically appear brown or purple in color. And deceased, these hairs will no longer be present. A deceased sand dollar may be light brown, gray or fully white in color and will no longer feel.",en,530
POST00003215,"Hey girl, welcome to our first ever flash sale on TikTok. What does that mean? That means for the next 48 hours you are going to get a 40% off of this ridiculously cutie shirt. One of our favorite companies, this is from Lovely Melody and this fabric is too die for. It's stretchy, it's breathable, it's super cute. And so let me tell you about these shirts. We have five different colors right there, super cute, huh? Really great colors. So this sleeve is a little bit longer on here to drop shoulder with a",en,509
POST00003431,"Chestnuts roasting on an open fire Jack for snipping at you nose You'll tie carols, being sunbar acquired And folks dressed up like esquimones",en,142
POST00002963,Battle bad easy,en,15
POST00000488,Chess Nights roasting on an open fire,en,37
POST00002643,"I guess I was a shoulder to cry on A place on the lover with a fire in his heart A man in the cover puts his heart on me Oh, oh, oh, oh Now I found the real love you'll never fool me again La-",en,192
POST00000955,"Jingle bell, jingle bell, jingle bell rock Jingle bell swing and jingle bells ring Snow and blowing up the shoes of fun Now the jingle hop has begun Jingle bell, jingle bell, jingle bell rock Jingle bells time and jingle bell time Lantern and prancer and jingle bells were",en,272
POST00002615,Thank the youth are against Oh No one Our troubles will be miles away No one,en,76
POST00000989,"Can't stop, I just want you to come to another place, I just want you to turn down the lights! I have love, I have regret Dressing up for Polaroids and cigarettes Socialize, romanticize the life",en,194
POST00001396,,en,0
POST00000832,"Bits I'm stylish, black talk big t-shirt billy Watch on my wrist but I want that guy I think he's talking crazy when I pull up his sight My high",en,144
POST00003684,"There are three types of budget cabinets. I'll show you the advantages and disadvantages of each type in this video. The first type of the cabinets that you buy off the shelf notice on the drawers. Just kind of nailed together the slides around the sides. The door hinges are not off-closed. The finish is kind of plasticky and be careful under the drawers. They're gonna be fiber board. So probably sag a laminated fiber board will break down when it gets wet under a sink next to a dishwasher. Hept in bay, diamond, now they're pretty much the same. Get everyone.",en,565
POST00003230,MUSIC,en,5
POST00003244,"This right here is one of my top favorite big Amazon purchases and let me tell you why. So my apartment does not have a pantry or a lot of cabinet space, so I found that the perfect pantry cabinet. It has so much space. I love the little shelves on the door. Yes, I know this shelf is backwards, but that's okay. It's an easy fix. So what's cool about this cabinet is this door can be assembled on the left or it can be assembled on the right. So we originally wanted to be on the right.",en,487
POST00002105,It's a hard... Can we skip to the good part?,en,44
POST00002690,Position the nutrients- G CSS,en,29
POST00003628,"This is a corner storage option. It pops in, spin it around, and it shuts itself. This is the Twister. And what's unique about it is that it's got an offset post in the back that gives you more real estate to store anything that you need instead of just your traditional corner season that might have the pull up the middle so you can only source small items. It's so much more sense.",en,384
POST00001922,I,en,1
POST00002030,Na pizzi leitu nekama suna Na ulliz nekama suma Ata aki mo na Vadu na pindey zam chumma Miki mo naa na na ni chumma Na sini yo ney yo humma Chum tu liwa na u tu Uttu ya ki chumma Pasi mo neny na mithin na Saava Saava,te,216
POST00000572,What's your who? Baby I got you What's your name? You're not a guy who All I'm asking you,en,89
POST00003127,고YAN 인aders에서는 Former 이� Sol야 threat picks early,ko,48
POST00001450,"Johnny K with the Leigh-in cabinets here and I'm going to tell you why our company is going to outdo anybody else that you get in cabinets from. Years of experience on the designing aspect, all wood cabinets, all wood carcass, all wood face frame, all wood drawer box, three quarter depth shelving, all wood, soft clothes, doors and drawers box. I pulled that as hard as I could, it's soft clothes, no partner board, no press board, years of experience and the best prices that you can get.",en,490
POST00001621,"This is Todd. He ate his parents. This is Gustavo. He is usually okay, but ever so often he just cries and totally throws up These are the twins free willian free Britney. That's great. He hates everyone. So",en,207
POST00001824,Natural bone staining with blue berries.,en,40
POST00000550,"Oh, Goldilocks came to the three-bed house while they so far walk in the woodwood wood.",en,87
POST00002756,I don't give goddamn half time time to whatever it does matter me because I'm back dead anyway.,en,95
POST00001817,"This is my bag of prosthetic eyeballs. A lot of people assume that these are going to be made out of glass, but most of the time they're not. Unless they were made before the 40s. Most are actually made of acrylic. And that's because it's acrylic guys going to be a lot lighter and more comfortable to wear than a heavy glass eye. Also don't talk about my pimple patch, okay? It's very noticeable on camera. I'm aware. It also makes them easier to shape. Because each prosthetic has to be unique to the user wearing it. Which is why these are so much smaller than these ones. When this is in, the eye is going to peer around and it's going to give the socket a",en,660
POST00001535,Shawn D El Suga,en,15
POST00003002,"Let's pack a mystery box. This is a $200 mystery box and it is for Shanea or Shaniya. Not sure how to pronounce that, sorry. They have requested for the mystery box to be similar to the stuff that she also bought in her cart, so I'll give an overview of that and Know what's for some ins or fish. So this is an overview of what her cart was. So for the frame I've gone with a gross cicada and then we've got this white foxtail keychain. This goat vertebrae piece. A deer jawbone, a skunk.",en,488
POST00002167,"This is the easiest home decor DIY you'll ever do. And trust me, you're gonna wanna save this for later. An ad popped up on my Instagram with two pieces of wallert that I instantly fell in love with. I searched for a month and couldn't find them anywhere, and when I saw what TechShortArt was selling for, I was like, no, I can recreate this. I am not paying that price. So that's what we're gonna do right now. For this DIY, I grabbed two large frames from Ankea for $30 each and some craft wrapping paper from the dollar store for $2.50. We're gonna start by laying these out and getting rid of all this plastic. I actually decided to keep a little bit of plastic on the front end so that my floor wouldn't scratch the frame.",en,727
