pid,ocr_text,ocr_raw_text_count
POST00001836,Found | $10.000.000 | goldcoins | he finds it right | adventure | guy | goes | RA | Australian Government | tells the | government,130
POST00002449,and here's what the mussel | shells usually look like it's | more ofa purple colour | I think that's like a piece of | a handle or something it's | veryround,157
POST00001460,63 | About a week ago I found | 4k behind my grandpas | fireplace! | So I did what any normal | person would do.... | Ready to go! | Followmeto see what all l | find!! | DETECT,176
POST00000122,Cleaning the strangest | RING TOU WILL EVER | SEE!!! | Cleaning the strangest | RING TOU WILL EVER | SEE!!! | Cleaning the strangest | RING TOU WILL EVER | SEE!!! | Cleaning the strangest | RING TOU WILL EVER | SEE!!!,217
POST00003179,,0
POST00003126,"""How do you know if a | Sand Dollar is alive?"" | geashothuntio | When alive, a Sand Dollar will | feel fuzzvtothetouch | sheldisplay | aunsahunting | istheSOLEFACTORto | determineif the SandDollar | is | seasheldisplay | arl FOLLOW for more | Sand Dollar Sunday! | eashe",270
POST00003215,Flash Sale!,11
POST00003431,,0
POST00002963,Pov: u have a sleepover with | ur bsf during christmas | break | Pov: u have a sleepover with | ur bsf during christmas | break | Pov: Uu have a sleepover with | ur bsf during christmas | break | Pov: u have a sleepover with | ur bsf during christmas | break | HRISTMAS | CHRONICLBS,282
POST00000488,HRISTM | FA | PINE·SPRUC | Pockefloc | FISTED- | PERMINT | BACTERIAL RAND GEL | 11/0z/29ml,90
POST00002643,Which Christmas | aesthetic are | you | choosing? | Traditional | ANTA | TOP | Blue | Pink,90
POST00000955,Which | Christmas | Aesthetic | Are You? | 2.Red Christmas | &Brgt | 4.Boho Christmas | HOO | 5.2000s childhood | nostalgia Christmas,133
POST00002615,Nothing compares to | the nostalgic feeling of | christmas in the early | 2000S | 2008/12/25,92
POST00000989,3 Types of Cabinets | I. Inset Cabinets - doors and drawers sit in | the frame | 2. Framed Cabinets - doors and drawers sit on | topoftheframe | 3. Frameless Cabinets - doors and drawers sit | directly on the cabinet box | Design-Craft,235
POST00001396,,0
POST00000832,PΛINT | LIF= | BEAUTIFUL LASTING RESULTS | 847-507-5111,55
POST00003684,Reply to mimithecoolcat's | comment | Douthinkitwould be | bettertobuysomeone's | oldsolidwoodcabinets | andredothemorbuild | yourself?What'sthe | cheapestqualityroute | 3 Types of Budget Cabinets | Advantages/Disadvantages | 2HIbIMSD | 796.003 | Diamond,254
POST00003230,The Kitchen | Accessory | You Didn't | Know You Needed,54
POST00003244,this right here is | one of my top | is this door can be | assembled on the left | GARUC | POWDER | ONON | Kitchen | Chicken | Spicy | neys | RTOLLD | AUCE | I still need to get | a couple of more things | definitely worth | the money!,235
POST00002105,"""Don't paint your cabinets | white, it's too trendy!"" | ""Don't paint your cabinets | white, it's too trendy!"" | No regrets! | No regrets!",137
POST00002690,14 | Reply to erica_cavazos's | comment | Aretheselowes | cabinet's?Also if | they are what color | Lumber | did you pint them | These are stock cabinets | from Home Depot | FirstIused a shellac | based primer thenI | painted with Sherwin | Williams Accessible | Beige | The island is a custom | color I'll share the | formula to at the end of | the video,355
POST00003628,,0
POST00001922,,0
POST00002030,KITCHEN | CABINETS,18
POST00000572,Reeded cherry doors | texas builtcabinets | sarahnewsfxOriginal audio | Reeded cherry doors | texasbuilt_cabinets | sarahnewsfx Original audio | Reeded cherry doors | texasbuilt_cabinets | sarahnewsfx.Original audio | Reeded cherry doors | texas_buift_cabinets | sarahnewsfx.Original audio,289
POST00003127,ers | Carpentry,15
POST00001450,800-551-1438 | W-EOCKCABNETEY | SANBCBOSTORES | eat | Sun Eabinels | -551-1438 | STOCKCABINETRY | ETSANBIGBOXSTORES | Hilyonn Babinels | 800-551-1438 | eat | Lily Shun abinets | 1-1438 | BINETRY | MOXSTORES | ite.com | eat | -1438 | Sun labinels | 0-551-1438 | STOCKCABINETRY | STHANBIG BOXSTORES | Nsets.com | 600-551-1438 | eat,329
POST00001621,,0
POST00001824,Natural bone staining | with blueberries | Natural bone staining | with blueberries | Natural bone staining | with blueberries | Natural bone staining | with blueberries,169
POST00000550,the cutest angry little opossum | stickers of herareinmy | bio! | the cutest angry little opossum | stickers of herare in my | bio!,131
POST00002756,,0
POST00001817,Reply to cassiemenace's comment | Iwannaseethe | eyeballs | DWVBKEJ,67
POST00001535,"When your family says | “Please stop bringing | home dead animals | When your family says | “Please stop bringing | home dead animals | NATURALSELECTIONSTORE | When your family says | “Please stop bringing | home dead animals | When your family says | ""Please stop bringing | home dead animals | NATURALSELECTIONSTORE",317
POST00003002,$200 mystery box | $200 mystery box i | and no wet specimens or | fish | $200 mystery box | a squirrel's tail | $200 mystery box | now I'mgonnapack itup | safe and send it off thank | you,187
POST00002167,EASY DIYWALLART | HOMEDECOR ONA | BUDGET | thiswasactuallythehardest | part of this entire DIY for me | so you can watch me | you do let me know in the | comments,162
POST00003114,Watch me do a wall mirror | using the $7 mirror from | Walmart | RUSTOLEUM | AMERICAN | ACCENTS | 2X | PAINT+PRIMER | METALLIC | BONDS TO PLASTIO | MOD.METAL&MORE | MET | go | RERDASIG | NETW2,192
POST00002766,,0
POST00001890,Curtains in my home | that aren't curtains | (Because curtains are | expensive) | Tablecloths | Twin XL flat sheets,115
POST00003644,5.95 | Budget Action DIY | Vans Atada | qias11.9x17x15cm | 2.39 | 2.99 | 1.34 | KORTING | Double Tap this | quick and easy DIY | Double Tap this | quick and easy DIY,165
POST00000984,,0
POST00000689,"13.99 | 12,49 | 4.29 | 4,19 | C6,49 | e8.29 | 7,79 | 65.99 | 8.79 | 8,29 | 5,49 | C7.29 | 0.29 | 62.69 | G.579",110
POST00000350,AYAHNING | Paint | Place wick and | fill with wax,49
POST00001707,"""i'm looking for creator | who's always making | funky home decor"" | ""i'm looking for creator | who's always making | funky home decor"" | the | FUCK | RESIDENT | PARKING | ONLY | Mick | IDLATOSS | JAGGER | 100s | 20 CLASS A CIGARETTES | ""i'm looking for creator | who's always making | funky home decor"" | ""i'm looking for creator | who's always making | funky home decor"" | HARING | Virgil AblohTMJICONS | THEARTOE | BEIVERHIBERT | WASHINGTONDC",445
POST00002225,,0
POST00000872,"""AIR"" | ""AIR""",13
POST00000188,How is this an IKEA | wardrobe? | RYOA | Detailed build on IG | @hanasahappyhome | Detailed build on IG | @hanasahappyhome,122
POST00002019,- things you need in | your closet | 21/00 | - things you need in | your closet | 21/00 | Nike/adidas track pants | Nike/adidas track pants,139
POST00000914,IKEA | PAXWARDROBE | B STYLINGEDEAS | STYLE ONE | STYLE TWO | 1LARGEDRAWER | 6SMALLDRAWER | 2SMALLMESHDRAWER | STYLE THREE | 3LARGEDRAWER | 1LARGEMESHDRAWER,156
POST00003814,fill my new wardrobe with me | fill my new wardrobe with me,59
POST00002262,Shopee finds | -wardrobe cabinet | Link in bio!!,48
POST00000759,My wardrobe is only this | small | My wardrobe is only this | small | But I managed to create | tons of outfits because | I'm an outfit repeater | Galn,151
POST00001326,heam | 6-Sholf | Bookcaso | room | essentials | and I decided to retreate it for m | baby | hope you guvs like it | heam,120
POST00001949,"This | is | kind of, | Rule # | I Can Only Earn MoneyFrom | My Current Clothing | THE | FULL VID | AVAILABLE | Killedbydre | @Killedbydre·5.9Ksubscribers·175videos",163
POST00000530,,0
POST00002376,helping you design | your dream wardrobe | jumpers | helping you design | your dream wardrobe | jumpers | CULTURE | ANINE BING | ADA | CULTURE | ANINE BING | ADA,161
POST00003479,Tips & Tricks | Creating a Beautiful | Tablescape | On a Budget,63
POST00003861,By: | Tablescape | By: | Tablescape | Setting the | lable | Tablescape | Setting the | lable | Tablesca,103
POST00003868,CREATINGA | CENTERPIECE | CREATINGA | CENTERPIECE | CREATINGA | ENTERPIECE | CREINGA | EXTERPIECE,97
POST00003781,,0
POST00000975,,0
POST00002090,Dreaming about this | delicioustablescape | Dreaming about this | delicioustablescape | Dreaming abaut this | delicious tabscape | Dreaming about this | delicioustablescape,172
POST00000096,,0
POST00002897,,0
POST00001937,Amazon Kitchen Finds | I Don't Regret Buying | ELKAY | Tab,58
POST00000682,JASMINE | SNAGKS | RICE | GRAIN | AMAZON | KITCHENMUSTHAVES | UNDER $25 | SMEG,78
POST00002923,SETUPMY | NEWKITCHEN | WITH ME | +ALLDONE+ | STAY TUNED FOR | DESIGN CHANGES,76
POST00002022,AMAZON | HOME | GADGETS,23
POST00002334,SAMSUMG | 12:00 | Broll | ake | Saty | Cciean | ehydrate | SIMSUNG,66
POST00002432,Amazon Finds | Kitchen Sink,27
POST00001722,tik tok shop kitchen must haves | camfee | mop cover | 80 | swancoffeemachine | juicing machine,95
POST00001661,AMAZON | KITCHEN | ind | Acrylic Lazy Susan | Acrylic Lazy Susan,64
POST00000953,ITION,5
POST00001534,Amazon | Kitchen Finds | Ototo pasta strainer | Tea submarine | Witch utensil holder,84
POST00001301,JENNAIR | asic,14
POST00002457,AMAZON FINDS | @mukenshome | @mukenshome | Eelous | White | @mukenshome | amukenshome,85
POST00003444,pov:youboughtthe | touchlesspapertowel | dispenserfromAmazon& | nowyouneverhavetoget | the whole roll dirty when | you're cooking | innovia' | pov:youboughtthe | touchlesspapertowel | dispenserfromAmazon& | nowyouneverhavetoget | thewhole roll dirty when | you'recooking | innovia' | pov:youboughtthe | touchlesspapertowel | dispenserfromAmazon& | nowyouneverhavetoget | the wholeroll dirtywhen | you'recooking | innovia' | pov:youboughtthe | touchlesspapertowel | dispenserfromAmazon& | nowyou neverhave to get | the wholeroll dirtywhen | you'recooking,553
POST00001457,AMAZON | home finds,19
POST00002078,organizemypantry | withme | OATS | Smaly | etomix | sftowersees | Amonds | KING OISING | 1402(39）) | NUTS | NUTS | PASTA | Slorchets | ORATEL | ITALIAN | Parmer | Chees | Baking Soda | Baking Sod | RING | VAL | Omega- | 2000 | CHICKEN | BOUILLON,245
POST00002297,AMAZON | KITCHEN | AMAZON | KICHEN | Love,41
POST00001424,favorite kitchen gadgets,24
POST00001904,Reply to jessicadecrosta's | comment | Ineed to seethe | pantry | ritos | Doritos | Doritas | fritos | Lays | Fritos | Doritas | Heelos | Lays | Classic | Barg | ecue | DS | Doritas | neetos | Redenbachers | THISSIDEDOWN | EMOVEWRAPPER | Minute,244
POST00001604,This blender just made | my life 10x easier... | -FAST-PORTABLE | UIC | FRES | TikTok | @juicefreshuk | It's a portable blender so | you can make smoothies | & shakes on the go | TikTok | @juicefreshuk | It's a portable blender so | you can make smoothies | &shakes on thego | FRESH | JUICE | MINI-FAST-PORTABLE | 350ml | TikTok | @juicefreshuk | I've been using it | everyday and have | already lost 10lbs! | FRESH | JUICE | MINI-FAST-PORTADLE | 350mL | TikTok | @juicefreshuk,477
POST00001619,TiKTOK | @mixupcups | HS | TikTok | @mixupcups | FRESH | JUICE | MINI-FAST-PORTADLE | 350ml | TikTok | @mixupcups,113
POST00001601,TikTok | @blender.bottle.n1 | FRESH | JUICE | Im literally in love with | this bottle blender | TikTok | @blender.bottle.n1 | FRESH | JUICE | MINI-FAST-PORTABLE | 350ml | I can take it anywhere and | blend smoothies anytime | FRESH | JUICE | MINI-FAST-PORTABLE | TikTok | 350ml | Now I dont have to drryttle.n! | about missing my | morning smoothies | TikTok | FRESH | @blender.bottle.n1 | JUICE | MINI-FAST-PORTABLE | 350mL,424
POST00003124,Unboxing Amazon | mattresstopper | Unboxing Amazon | mattresstopper | Unboxing Amazon | mattresstopper,102
POST00002201,What do you want? | Bifold patio doors | leading out to a garden | A big bath tub | And a cozy family room,106
POST00003673,,0
POST00002900,decoratemykitchen withme | 103 | decoratemykitchen withme | decoratemykitchen withme | FON | ADOBO | ..D BAY | PAPRIKA | SENSOKING | CAYENN | ON | HITE | CARDAMOM | ITON | SON | NO.91 | PORK RUB,194
POST00000544,CURATE | THIS | CURATE | THISISHOME | CURATE州 | THISISHOME,58
POST00002878,dreamhome | dream home | dream home,35
POST00002736,,0
POST00002694,,0
POST00002298,,0
POST00002560,,0
POST00001361,,0
POST00000966,2019,4
POST00002382,,0
POST00001040,,0
POST00000959,DIY holiday centerpiece,23
POST00001149,47,2
POST00001060,Waltermoving all | the Christmas stuff | upstairs whileI | sleep | blink | Walter moving all | the Christmas stuff | upstairs whilel | sleep | blink | Walter moving all | the Christmas stuff | upstairs whileI | sleep | blink | Walter moving all | the Christmas stuff | upstairs whileI | sleep | blink,300
POST00001055,ISHND | PANILY | STNAS | SRISWOLD | FAMILY | HRISTMAS,53
POST00003284,christmas | christmas | christmas | diy | christmas,51
POST00003903,wofllagodmigh | BELEVE | vixen | comet | cupid | dasher | dancer | donner | blitzen | prancer | rudoiph,103
POST00003634,ofmyxmasobsessed | mumdecoratingour | houseforthefestive | season | spaceclearedfortree | no.1outof3 | she's spentyears | collectingthese decs | GREEN | ZSMARCTICSF,164
POST00003328,,0
POST00001144,,0
POST00003875,CHERRY TREE | HOME,18
POST00003441,"Club Friendlies > | Club Friendlies- | Ful-time | Full-time | 24 Jul 14 | Today | Furth | Liverpool | Furth | Man United | Timeline | Uneups | Overview | Lineups | Timeline | Stats | Stats | Overview | W. Rooney 42 (P) | D. Welbeck 13* | J. Green 47 | L Diaz 22° | L. Petkov 67 | D. NGnez 50′, 59' | 45+1 | A. Sieb 74', 77 | M, Salah 89° | R, James 62′, 84* | A Young 88', 90* | LIVERPOOL CANT EVEN | BEATFURTH | LOOOOOOOOOL | Club Friendlies > | Club Friendlies- | Ful-time | Full-time | 24 Jul 14 | Today | Furth | Furth | Liverpool | Man United | Timeline | Uneups | Overview | Lineups | Timeline | Stats | Stats | Overview | W. Rooney 42: (P. | D. Welbeck 13* | J. Green 47' | L Diaz 22° | L Petkov 67 | D. NGnez 50′, 59' | 45+ | A. Sieb 74', 77 | M, Salah 89° | R, James 62′, 84* | A Young 88', 90* | LIVERPOOL CANTEVEN | BEATFURTH | 10000000001 | MACALISTERWHATA | PEFORMANCE | 10000000001",895
POST00001688,"Coogie | Liverpool vs RealMadrid | All | Images | Maps | News | Videos | Shopping | UEFAChampionsLeague | Full-time | Today | Liverpool | Real Madrid | Round of 16 ·Leg 1 of 2 | Timeline | Lineups | Overview | Stats | Pla | D.Nunez 4' | V.Junior21',36"" | M. Salah 14 | E.Militao 47' | enzema55,67 | Stadium:Anfield | Photos:REUTERS | Timezone:Alltimes | me | Matchstat | Coogie | Liverpool vs RealMadrid | All | Videos | Images | Maps | News | Shopping | UEFAChampionsLeague | Full-time | Today | Liverpool | RealMadrid | Round of 16 ·Leg 1 of 2 | Timeline | Stats | Overview | Pla | D.Nunez 4' | unior21',36 | M.Salah 14 | E.Militao47' | ema55',67 | Str | n: Anfield | OS:REUTERS | zone:Alltimesa | rato | Coogie | Liverpool vs RealMadrid | Videos | All | Images | Maps | News | Shopping | UEFAChampionsLeague> | Full-time | Today | Liverpool | Real Madrid | Round of 16 · Leg 1 of 2 | Lineups | Timeline | Stats | Overview | Pla | D. Nunez 4' | inior21',36 | M.Salah 14' | .Militao47' | ema55',67 | : Anfield | :REUTERS | zone:Alltimes | TikTok | @jonathanmorleylifc | Coogie | Liverpool vs RealMadrid | All | Videos | Images | Maps | News | Shopping | UEFAChampionsLeague | Full-time | Today | Liverpool | Real Madrid | Round of 16 · Leg 1 of 2 | Timeline | Tineps | Stats | Overview | Pla | D.Nunez 4' | unior21',36 | M.Salah 14 | .Militao47 | zema55'67 | Stadium:Anfield | Photos:REUTERS | Timezone:Alltimesa | Match stats | TiRP | @jonathanmorleylfc",1455
POST00002072,,0
POST00003782,available in the right stuff | and in the right shirt | We have a really good team. | Really happy to see you.,110
POST00002631,"the final chapter | ""don't like anyone"" | Upgrode | Publie Piaylist | idk what this is but listen | onts | itlisten | imbg | the final chapter | ""don't like anyone"" | Upprade | Public Playliat | idk what this is but listen | atliston | rch | the final chapter | ""don't like anyone"" | Public Playlist | idk what this is but listel | Recents | sis isbut fisten | hivkyhrimbg | benot o... | hivkyhrlmbg | withMr.I | dq32dyjt. | treto search | the final chapter | ""don't like anyone"" | PubliePlaylist | idk what this is but liste | Recents | healing musie but killerlyricr. | this isbut liston | hivkyhrimbg | tobenoto... | hivkyhrlimbg | vewithMr.I | dut | Vida | beretosearch",673
POST00002513,"my final was due at 11:59AM, | not 11:59PM | it's 11:02PM. | my final was due at 11:59AM, | not 11:59PM | it's 11:02PM. | my final was due at 11:59AM, | not11:59PM | it's11:02PM. | my final was due at 11:59AM, | not11:59PM | it's11:02PM.",237
